NOC,Sport,Year,Athletes
CHI,Cycling,1936,9
CHI,Cycling,1948,9
CHI,Cycling,1952,10
CHI,Cycling,1956,3
CHI,Cycling,1976,3
CHI,Cycling,1984,12
CHI,Cycling,1992,2
CHI,Cycling,1996,5
CHI,Cycling,2000,2
CHI,Cycling,2004,3
CHI,Cycling,2008,5
CHI,Cycling,2012,3
CHI,Cycling,2016,2
CHI,Diving,1948,1
CHI,Diving,1956,3
CHI,Canoeing,2004,1
CHI,Canoeing,2008,1
CHI,Tennis,1924,4
CHI,Tennis,1992,1
CHI,Tennis,1996,2
CHI,Tennis,2000,4
CHI,Tennis,2004,4
CHI,Tennis,2008,4
CHI,Tennis,2016,2
CHI,Tennis,2020,1
CHI,Tennis,2024,5
CHI,Modern Pentathlon,1948,2
CHI,Modern Pentathlon,1952,6
CHI,Modern Pentathlon,1956,6
CHI,Modern Pentathlon,1964,1
CHI,Modern Pentathlon,1988,6
CHI,Modern Pentathlon,2008,1
CHI,Modern Pentathlon,2012,1
CHI,Modern Pentathlon,2020,1
CHI,Modern Pentathlon,2024,1
CHI,Golf,2016,1
CHI,Golf,2020,2
CHI,Golf,2024,2
CHI,Archery,2000,1
CHI,Archery,2012,1
CHI,Archery,2016,1
CHI,Archery,2020,1
CHI,Archery,2024,1
CHI,Table Tennis,1988,5
CHI,Table Tennis,1992,5
CHI,Table Tennis,1996,6
CHI,Table Tennis,2000,8
CHI,Table Tennis,2004,6
CHI,Table Tennis,2012,1
CHI,Table Tennis,2020,1
CHI,Table Tennis,2024,3
CHI,Beach Volleyball,2016,2
CHI,Beach Volleyball,2020,2
CHI,Beach Volleyball,2024,2
CHI,Triathlon,2000,1
CHI,Triathlon,2008,1
CHI,Triathlon,2012,2
CHI,Triathlon,2016,1
CHI,Triathlon,2020,2
CHI,Triathlon,2024,2
CHI,Cycling Road,2020,1
CHI,Cycling Road,2024,1
CHI,Artistic Gymnastics,2020,6
CHI,Surfing,2020,1
CHI,Canoe Sprint,2020,3
CHI,Canoe Sprint,2024,4
CHI,Cycling BMX Racing,2024,1
CHI,Equestrian,2020,2
CHI,Equestrian,2024,1
CHI,Skateboarding,2020,1
CHI,Cycling Mountain Bike,2020,1
CHI,Cycling Mountain Bike,2024,1
CHI,Cycling BMX Freestyle,2020,1
CHI,Cycling BMX Freestyle,2024,1
MEX,Basketball,1936,11
MEX,Basketball,1948,14
MEX,Basketball,1952,13
MEX,Basketball,1960,12
MEX,Basketball,1964,10
MEX,Basketball,1968,12
MEX,Basketball,1976,12
MEX,Judo,1964,3
MEX,Judo,1972,4
MEX,Judo,1976,1
MEX,Judo,1980,2
MEX,Judo,1984,4
MEX,Judo,1988,3
MEX,Judo,1992,1
MEX,Judo,1996,2
MEX,Judo,2000,1
MEX,Judo,2004,3
MEX,Judo,2008,2
MEX,Judo,2012,2
MEX,Judo,2016,2
MEX,Judo,2020,1
MEX,Judo,2024,2
MEX,Football,1928,11
MEX,Football,1948,11
MEX,Football,1964,14
MEX,Football,1968,17
MEX,Football,1972,19
MEX,Football,1976,16
MEX,Football,1992,16
MEX,Football,1996,14
MEX,Football,2004,32
MEX,Football,2012,16
MEX,Football,2016,18
MEX,Football,2020,22
MEX,Athletics,1924,21
MEX,Athletics,1928,21
MEX,Athletics,1932,30
MEX,Athletics,1936,3
MEX,Athletics,1948,7
MEX,Athletics,1952,3
MEX,Athletics,1956,2
MEX,Athletics,1960,6
MEX,Athletics,1964,7
MEX,Athletics,1968,39
MEX,Athletics,1972,13
MEX,Athletics,1976,10
MEX,Athletics,1980,11
MEX,Athletics,1984,18
MEX,Athletics,1988,25
MEX,Athletics,1992,26
MEX,Athletics,1996,16
MEX,Athletics,2000,23
MEX,Athletics,2004,29
MEX,Athletics,2008,24
MEX,Athletics,2012,18
MEX,Athletics,2016,20
MEX,Athletics,2020,21
MEX,Athletics,2024,20
MEX,Swimming,1932,5
MEX,Swimming,1948,15
MEX,Swimming,1952,12
MEX,Swimming,1956,4
MEX,Swimming,1960,26
MEX,Swimming,1964,20
MEX,Swimming,1968,73
MEX,Swimming,1972,59
MEX,Swimming,1976,22
MEX,Swimming,1980,17
MEX,Swimming,1984,37
MEX,Swimming,1988,39
MEX,Swimming,1992,14
MEX,Swimming,1996,3
MEX,Swimming,2000,11
MEX,Swimming,2004,10
MEX,Swimming,2008,11
MEX,Swimming,2012,12
MEX,Swimming,2016,3
MEX,Swimming,2020,4
MEX,Swimming,2024,6
MEX,Badminton,2008,1
MEX,Badminton,2012,1
MEX,Badminton,2016,1
MEX,Badminton,2020,2
MEX,Badminton,2024,1
MEX,Sailing,1960,2
MEX,Sailing,1964,11
MEX,Sailing,1968,11
MEX,Sailing,1972,6
MEX,Sailing,1976,3
MEX,Sailing,1984,6
MEX,Sailing,1988,4
MEX,Sailing,1992,3
MEX,Sailing,1996,2
MEX,Sailing,2000,4
MEX,Sailing,2004,3
MEX,Sailing,2008,3
MEX,Sailing,2012,3
MEX,Sailing,2016,3
MEX,Sailing,2020,4
MEX,Sailing,2024,2
MEX,Gymnastics,1932,7
MEX,Gymnastics,1948,35
MEX,Gymnastics,1960,7
MEX,Gymnastics,1968,84
MEX,Gymnastics,1972,43
MEX,Gymnastics,1976,10
MEX,Gymnastics,1980,5
MEX,Gymnastics,1984,7
MEX,Gymnastics,1988,7
MEX,Gymnastics,1992,12
MEX,Gymnastics,2000,2
MEX,Gymnastics,2004,9
MEX,Gymnastics,2008,5
MEX,Gymnastics,2012,4
MEX,Gymnastics,2016,7
MEX,Art Competitions,1928,1
MEX,Art Competitions,1932,2
MEX,Weightlifting,1948,3
MEX,Weightlifting,1952,2
MEX,Weightlifting,1956,1
MEX,Weightlifting,1960,1
MEX,Weightlifting,1964,1
MEX,Weightlifting,1968,3
MEX,Weightlifting,1972,2
MEX,Weightlifting,1976,1
MEX,Weightlifting,1980,3
MEX,Weightlifting,1984,1
MEX,Weightlifting,2000,1
MEX,Weightlifting,2004,1
MEX,Weightlifting,2008,2
MEX,Weightlifting,2012,2
MEX,Weightlifting,2016,4
MEX,Weightlifting,2020,4
MEX,Weightlifting,2024,1
MEX,Wrestling,1932,2
MEX,Wrestling,1948,4
MEX,Wrestling,1952,5
MEX,Wrestling,1956,1
MEX,Wrestling,1960,4
MEX,Wrestling,1964,8
MEX,Wrestling,1968,12
MEX,Wrestling,1972,9
MEX,Wrestling,1976,2
MEX,Wrestling,1980,2
MEX,Wrestling,1984,5
MEX,Wrestling,1988,4
MEX,Wrestling,1992,2
MEX,Wrestling,1996,7
MEX,Wrestling,2008,1
MEX,Wrestling,2012,2
MEX,Wrestling,2016,1
MEX,Wrestling,2020,2
MEX,Wrestling,2024,2
MEX,Water Polo,1952,7
MEX,Water Polo,1968,11
MEX,Water Polo,1972,11
MEX,Water Polo,1976,11
MEX,Hockey,1968,17
MEX,Hockey,1972,17
MEX,Rowing,1956,1
MEX,Rowing,1960,2
MEX,Rowing,1964,3
MEX,Rowing,1968,25
MEX,Rowing,1972,9
MEX,Rowing,1976,1
MEX,Rowing,1980,1
MEX,Rowing,1984,3
MEX,Rowing,1988,2
MEX,Rowing,1992,5
MEX,Rowing,1996,2
MEX,Rowing,2000,5
MEX,Rowing,2004,3
MEX,Rowing,2008,3
MEX,Rowing,2012,2
MEX,Rowing,2016,2
MEX,Rowing,2020,1
MEX,Rowing,2024,3
MEX,Fencing,1928,2
MEX,Fencing,1932,22
MEX,Fencing,1936,2
MEX,Fencing,1948,18
MEX,Fencing,1952,7
MEX,Fencing,1956,4
MEX,Fencing,1960,13
MEX,Fencing,1968,31
MEX,Fencing,1972,12
MEX,Fencing,1984,1
MEX,Fencing,1988,1
MEX,Fencing,2004,1
MEX,Fencing,2008,1
MEX,Fencing,2012,2
MEX,Fencing,2016,10
MEX,Fencing,2020,1
MEX,Fencing,2024,1
MEX,Equestrianism,1932,9
MEX,Equestrianism,1948,13
MEX,Equestrianism,1952,7
MEX,Equestrianism,1964,14
MEX,Equestrianism,1968,16
MEX,Equestrianism,1972,15
MEX,Equestrianism,1976,15
MEX,Equestrianism,1980,15
MEX,Equestrianism,1984,21
MEX,Equestrianism,1988,8
MEX,Equestrianism,1992,10
MEX,Equestrianism,1996,9
MEX,Equestrianism,2000,7
MEX,Equestrianism,2004,8
MEX,Equestrianism,2008,9
MEX,Equestrianism,2012,8
MEX,Equestrianism,2016,1
MEX,Shooting,1924,3
MEX,Shooting,1932,6
MEX,Shooting,1936,5
MEX,Shooting,1948,9
MEX,Shooting,1952,4
MEX,Shooting,1956,4
MEX,Shooting,1960,6
MEX,Shooting,1964,6
MEX,Shooting,1968,14
MEX,Shooting,1972,13
MEX,Shooting,1976,7
MEX,Shooting,1980,2
MEX,Shooting,1984,12
MEX,Shooting,1988,4
MEX,Shooting,1992,1
MEX,Shooting,1996,1
MEX,Shooting,2000,3
MEX,Shooting,2004,2
MEX,Shooting,2008,4
MEX,Shooting,2012,4
MEX,Shooting,2016,2
MEX,Shooting,2020,7
MEX,Shooting,2024,9
MEX,Boxing,1928,4
MEX,Boxing,1932,6
MEX,Boxing,1936,4
MEX,Boxing,1948,1
MEX,Boxing,1952,3
MEX,Boxing,1960,3
MEX,Boxing,1964,5
MEX,Boxing,1968,11
MEX,Boxing,1972,8
MEX,Boxing,1976,3
MEX,Boxing,1980,4
MEX,Boxing,1984,6
MEX,Boxing,1988,6
MEX,Boxing,1992,4
MEX,Boxing,1996,8
MEX,Boxing,2000,6
MEX,Boxing,2004,5
MEX,Boxing,2008,3
MEX,Boxing,2012,2
MEX,Boxing,2016,5
MEX,Boxing,2020,3
MEX,Boxing,2024,4
MEX,Taekwondo,2000,3
MEX,Taekwondo,2004,3
MEX,Taekwondo,2008,3
MEX,Taekwondo,2012,4
MEX,Taekwondo,2016,4
MEX,Taekwondo,2020,2
MEX,Taekwondo,2024,2
MEX,Cycling,1932,3
MEX,Cycling,1948,10
MEX,Cycling,1952,8
MEX,Cycling,1956,8
MEX,Cycling,1960,16
MEX,Cycling,1964,14
MEX,Cycling,1968,18
MEX,Cycling,1972,11
MEX,Cycling,1976,8
MEX,Cycling,1984,9
MEX,Cycling,1988,8
MEX,Cycling,1992,6
MEX,Cycling,1996,9
MEX,Cycling,2000,2
MEX,Cycling,2004,3
MEX,Cycling,2008,2
MEX,Cycling,2012,2
MEX,Cycling,2016,4
MEX,Diving,1928,1
MEX,Diving,1932,5
MEX,Diving,1936,1
MEX,Diving,1948,7
MEX,Diving,1952,8
MEX,Diving,1956,5
MEX,Diving,1960,6
MEX,Diving,1964,6
MEX,Diving,1968,9
MEX,Diving,1972,8
MEX,Diving,1976,7
MEX,Diving,1980,10
MEX,Diving,1984,8
MEX,Diving,1988,6
MEX,Diving,1992,8
MEX,Diving,1996,7
MEX,Diving,2000,14
MEX,Diving,2004,11
MEX,Diving,2008,9
MEX,Diving,2012,14
MEX,Diving,2016,14
MEX,Diving,2020,16
MEX,Diving,2024,14
MEX,Canoeing,1968,13
MEX,Canoeing,1972,10
MEX,Canoeing,1976,8
MEX,Canoeing,1984,4
MEX,Canoeing,1992,6
MEX,Canoeing,1996,9
MEX,Canoeing,2000,4
MEX,Canoeing,2008,7
MEX,Canoeing,2012,2
MEX,Canoeing,2016,1
MEX,Tennis,1924,4
MEX,Tennis,1988,9
MEX,Tennis,1992,8
MEX,Tennis,1996,5
MEX,Tennis,2000,2
MEX,Tennis,2016,2
MEX,Tennis,2020,3
MEX,Modern Pentathlon,1932,3
MEX,Modern Pentathlon,1936,2
MEX,Modern Pentathlon,1948,2
MEX,Modern Pentathlon,1952,6
MEX,Modern Pentathlon,1956,6
MEX,Modern Pentathlon,1960,6
MEX,Modern Pentathlon,1964,6
MEX,Modern Pentathlon,1968,6
MEX,Modern Pentathlon,1972,6
MEX,Modern Pentathlon,1980,2
MEX,Modern Pentathlon,1984,6
MEX,Modern Pentathlon,1988,6
MEX,Modern Pentathlon,1992,6
MEX,Modern Pentathlon,1996,2
MEX,Modern Pentathlon,2000,2
MEX,Modern Pentathlon,2004,2
MEX,Modern Pentathlon,2008,2
MEX,Modern Pentathlon,2012,2
MEX,Modern Pentathlon,2016,2
MEX,Modern Pentathlon,2020,4
MEX,Modern Pentathlon,2024,4
MEX,Golf,2016,3
MEX,Golf,2020,4
MEX,Golf,2024,4
MEX,Archery,1972,6
MEX,Archery,1984,2
MEX,Archery,1988,7
MEX,Archery,1992,7
MEX,Archery,1996,3
MEX,Archery,2000,2
MEX,Archery,2004,6
MEX,Archery,2008,4
MEX,Archery,2012,12
MEX,Archery,2016,7
MEX,Archery,2020,9
MEX,Archery,2024,14
MEX,Volleyball,1968,24
MEX,Volleyball,2016,12
MEX,Synchronized Swimming,1984,5
MEX,Synchronized Swimming,1988,5
MEX,Synchronized Swimming,1992,5
MEX,Synchronized Swimming,1996,9
MEX,Synchronized Swimming,2000,2
MEX,Synchronized Swimming,2004,2
MEX,Synchronized Swimming,2008,2
MEX,Synchronized Swimming,2012,2
MEX,Synchronized Swimming,2016,2
MEX,Table Tennis,1996,1
MEX,Table Tennis,2008,1
MEX,Table Tennis,2012,1
MEX,Table Tennis,2016,2
MEX,Table Tennis,2024,2
MEX,Rhythmic Gymnastics,2020,1
MEX,Rhythmic Gymnastics,2024,5
MEX,Beach Volleyball,1996,2
MEX,Beach Volleyball,2000,4
MEX,Beach Volleyball,2004,2
MEX,Beach Volleyball,2008,2
MEX,Beach Volleyball,2016,2
MEX,Beach Volleyball,2020,2
MEX,Triathlon,2004,2
MEX,Triathlon,2008,2
MEX,Triathlon,2012,2
MEX,Triathlon,2016,5
MEX,Triathlon,2020,8
MEX,Triathlon,2024,4
MEX,Polo,1900,1
MEX,Polo,1936,4
MEX,Cycling Road,2020,2
MEX,Cycling Road,2024,1
MEX,Artistic Gymnastics,2020,12
MEX,Artistic Gymnastics,2024,18
MEX,Baseball/Softball,2020,39
MEX,Trampoline Gymnastics,2020,1
MEX,Marathon Swimming,2020,1
MEX,Marathon Swimming,2024,2
MEX,Canoe Slalom,2020,1
MEX,Canoe Slalom,2024,2
MEX,Surfing,2024,1
MEX,Canoe Sprint,2024,4
MEX,Equestrian,2020,9
MEX,Equestrian,2024,5
MEX,Artistic Swimming,2020,2
MEX,Artistic Swimming,2024,11
MEX,Cycling Track,2020,6
MEX,Cycling Track,2024,9
MEX,Cycling Mountain Bike,2020,2
MEX,Cycling Mountain Bike,2024,2
USA,Basketball,1936,14
USA,Basketball,1948,14
USA,Basketball,1952,14
USA,Basketball,1956,12
USA,Basketball,1960,12
USA,Basketball,1964,12
USA,Basketball,1968,12
USA,Basketball,1972,12
USA,Basketball,1976,24
USA,Basketball,1984,24
USA,Basketball,1988,24
USA,Basketball,1992,24
USA,Basketball,1996,24
USA,Basketball,2000,23
USA,Basketball,2004,24
USA,Basketball,2008,24
USA,Basketball,2012,24
USA,Basketball,2016,24
USA,Basketball,2020,24
USA,Basketball,2024,24
USA,Judo,1964,4
USA,Judo,1972,6
USA,Judo,1976,6
USA,Judo,1984,8
USA,Judo,1988,7
USA,Judo,1992,13
USA,Judo,1996,14
USA,Judo,2000,14
USA,Judo,2004,12
USA,Judo,2008,10
USA,Judo,2012,5
USA,Judo,2016,6
USA,Judo,2020,4
USA,Judo,2024,4
USA,Football,1904,23
USA,Football,1924,13
USA,Football,1928,11
USA,Football,1936,11
USA,Football,1948,11
USA,Football,1952,11
USA,Football,1956,11
USA,Football,1972,19
USA,Football,1984,14
USA,Football,1988,16
USA,Football,1992,17
USA,Football,1996,30
USA,Football,2000,30
USA,Football,2004,17
USA,Football,2008,33
USA,Football,2012,17
USA,Football,2016,17
USA,Football,2020,22
USA,Football,2024,39
USA,Tug-Of-War,1904,19
USA,Tug-Of-War,1908,8
USA,Tug-Of-War,1920,8
USA,Athletics,1896,21
USA,Athletics,1900,91
USA,Athletics,1904,158
USA,Athletics,1906,66
USA,Athletics,1908,143
USA,Athletics,1912,183
USA,Athletics,1920,120
USA,Athletics,1924,112
USA,Athletics,1928,108
USA,Athletics,1932,90
USA,Athletics,1936,90
USA,Athletics,1948,99
USA,Athletics,1952,86
USA,Athletics,1956,97
USA,Athletics,1960,96
USA,Athletics,1964,99
USA,Athletics,1968,104
USA,Athletics,1972,109
USA,Athletics,1976,108
USA,Athletics,1984,130
USA,Athletics,1988,135
USA,Athletics,1992,136
USA,Athletics,1996,137
USA,Athletics,2000,135
USA,Athletics,2004,133
USA,Athletics,2008,138
USA,Athletics,2012,141
USA,Athletics,2016,146
USA,Athletics,2020,160
USA,Athletics,2024,154
USA,Swimming,1896,2
USA,Swimming,1900,2
USA,Swimming,1904,44
USA,Swimming,1906,8
USA,Swimming,1908,14
USA,Swimming,1912,15
USA,Swimming,1920,40
USA,Swimming,1924,34
USA,Swimming,1928,37
USA,Swimming,1932,33
USA,Swimming,1936,36
USA,Swimming,1948,39
USA,Swimming,1952,39
USA,Swimming,1956,41
USA,Swimming,1960,51
USA,Swimming,1964,76
USA,Swimming,1968,107
USA,Swimming,1972,108
USA,Swimming,1976,90
USA,Swimming,1984,81
USA,Swimming,1988,84
USA,Swimming,1992,86
USA,Swimming,1996,92
USA,Swimming,2000,91
USA,Swimming,2004,95
USA,Swimming,2008,97
USA,Swimming,2012,97
USA,Swimming,2016,99
USA,Swimming,2020,105
USA,Swimming,2024,111
USA,Badminton,1992,9
USA,Badminton,1996,4
USA,Badminton,2000,1
USA,Badminton,2004,2
USA,Badminton,2008,6
USA,Badminton,2012,3
USA,Badminton,2016,8
USA,Badminton,2020,4
USA,Badminton,2024,8
USA,Sailing,1900,4
USA,Sailing,1928,11
USA,Sailing,1932,21
USA,Sailing,1936,14
USA,Sailing,1948,13
USA,Sailing,1952,16
USA,Sailing,1956,13
USA,Sailing,1960,11
USA,Sailing,1964,11
USA,Sailing,1968,11
USA,Sailing,1972,13
USA,Sailing,1976,12
USA,Sailing,1984,13
USA,Sailing,1988,15
USA,Sailing,1992,17
USA,Sailing,1996,16
USA,Sailing,2000,18
USA,Sailing,2004,18
USA,Sailing,2008,18
USA,Sailing,2012,16
USA,Sailing,2016,15
USA,Sailing,2020,13
USA,Sailing,2024,13
USA,Gymnastics,1904,413
USA,Gymnastics,1920,4
USA,Gymnastics,1924,72
USA,Gymnastics,1928,56
USA,Gymnastics,1932,39
USA,Gymnastics,1936,72
USA,Gymnastics,1948,71
USA,Gymnastics,1952,120
USA,Gymnastics,1956,90
USA,Gymnastics,1960,84
USA,Gymnastics,1964,84
USA,Gymnastics,1968,84
USA,Gymnastics,1972,84
USA,Gymnastics,1976,84
USA,Gymnastics,1984,84
USA,Gymnastics,1988,84
USA,Gymnastics,1992,84
USA,Gymnastics,1996,91
USA,Gymnastics,2000,74
USA,Gymnastics,2004,74
USA,Gymnastics,2008,63
USA,Gymnastics,2012,50
USA,Gymnastics,2016,49
USA,Art Competitions,1912,1
USA,Art Competitions,1924,2
USA,Art Competitions,1928,57
USA,Art Competitions,1932,205
USA,Art Competitions,1936,49
USA,Handball,1936,13
USA,Handball,1972,15
USA,Handball,1976,14
USA,Handball,1984,27
USA,Handball,1988,28
USA,Handball,1992,13
USA,Handball,1996,32
USA,Weightlifting,1904,4
USA,Weightlifting,1932,10
USA,Weightlifting,1936,10
USA,Weightlifting,1948,12
USA,Weightlifting,1952,7
USA,Weightlifting,1956,7
USA,Weightlifting,1960,7
USA,Weightlifting,1964,7
USA,Weightlifting,1968,7
USA,Weightlifting,1972,9
USA,Weightlifting,1976,9
USA,Weightlifting,1984,10
USA,Weightlifting,1988,10
USA,Weightlifting,1992,10
USA,Weightlifting,1996,10
USA,Weightlifting,2000,6
USA,Weightlifting,2004,5
USA,Weightlifting,2008,6
USA,Weightlifting,2012,3
USA,Weightlifting,2016,4
USA,Weightlifting,2020,8
USA,Weightlifting,2024,5
USA,Wrestling,1904,40
USA,Wrestling,1906,2
USA,Wrestling,1908,6
USA,Wrestling,1912,2
USA,Wrestling,1920,20
USA,Wrestling,1924,14
USA,Wrestling,1928,7
USA,Wrestling,1932,7
USA,Wrestling,1936,7
USA,Wrestling,1948,8
USA,Wrestling,1952,8
USA,Wrestling,1956,16
USA,Wrestling,1960,16
USA,Wrestling,1964,16
USA,Wrestling,1968,16
USA,Wrestling,1972,19
USA,Wrestling,1976,20
USA,Wrestling,1984,19
USA,Wrestling,1988,20
USA,Wrestling,1992,20
USA,Wrestling,1996,20
USA,Wrestling,2000,16
USA,Wrestling,2004,17
USA,Wrestling,2008,16
USA,Wrestling,2012,17
USA,Wrestling,2016,14
USA,Wrestling,2020,15
USA,Wrestling,2024,16
USA,Water Polo,1904,21
USA,Water Polo,1920,12
USA,Water Polo,1924,9
USA,Water Polo,1928,9
USA,Water Polo,1932,7
USA,Water Polo,1936,9
USA,Water Polo,1948,8
USA,Water Polo,1952,10
USA,Water Polo,1956,10
USA,Water Polo,1960,10
USA,Water Polo,1964,10
USA,Water Polo,1968,11
USA,Water Polo,1972,11
USA,Water Polo,1984,13
USA,Water Polo,1988,13
USA,Water Polo,1992,13
USA,Water Polo,1996,13
USA,Water Polo,2000,26
USA,Water Polo,2004,25
USA,Water Polo,2008,26
USA,Water Polo,2012,25
USA,Water Polo,2016,26
USA,Water Polo,2020,26
USA,Water Polo,2024,26
USA,Hockey,1932,14
USA,Hockey,1936,14
USA,Hockey,1948,14
USA,Hockey,1956,13
USA,Hockey,1984,31
USA,Hockey,1988,16
USA,Hockey,1996,32
USA,Hockey,2008,16
USA,Hockey,2012,16
USA,Hockey,2016,16
USA,Hockey,2024,16
USA,Rowing,1900,9
USA,Rowing,1904,37
USA,Rowing,1920,17
USA,Rowing,1924,20
USA,Rowing,1928,26
USA,Rowing,1932,26
USA,Rowing,1936,26
USA,Rowing,1948,26
USA,Rowing,1952,26
USA,Rowing,1956,26
USA,Rowing,1960,26
USA,Rowing,1964,27
USA,Rowing,1968,27
USA,Rowing,1972,26
USA,Rowing,1976,54
USA,Rowing,1984,54
USA,Rowing,1988,53
USA,Rowing,1992,52
USA,Rowing,1996,46
USA,Rowing,2000,48
USA,Rowing,2004,45
USA,Rowing,2008,46
USA,Rowing,2012,44
USA,Rowing,2016,41
USA,Rowing,2020,37
USA,Rowing,2024,42
USA,Fencing,1900,3
USA,Fencing,1904,20
USA,Fencing,1912,30
USA,Fencing,1920,37
USA,Fencing,1924,35
USA,Fencing,1928,28
USA,Fencing,1932,30
USA,Fencing,1936,30
USA,Fencing,1948,30
USA,Fencing,1952,30
USA,Fencing,1956,29
USA,Fencing,1960,33
USA,Fencing,1964,31
USA,Fencing,1968,32
USA,Fencing,1972,31
USA,Fencing,1976,31
USA,Fencing,1984,32
USA,Fencing,1988,31
USA,Fencing,1992,22
USA,Fencing,1996,30
USA,Fencing,2000,11
USA,Fencing,2004,24
USA,Fencing,2008,22
USA,Fencing,2012,32
USA,Fencing,2016,26
USA,Fencing,2020,42
USA,Fencing,2024,35
USA,Equestrianism,1912,13
USA,Equestrianism,1920,17
USA,Equestrianism,1924,16
USA,Equestrianism,1928,12
USA,Equestrianism,1932,18
USA,Equestrianism,1936,18
USA,Equestrianism,1948,18
USA,Equestrianism,1952,18
USA,Equestrianism,1956,14
USA,Equestrianism,1960,16
USA,Equestrianism,1964,20
USA,Equestrianism,1968,20
USA,Equestrianism,1972,21
USA,Equestrianism,1976,21
USA,Equestrianism,1984,21
USA,Equestrianism,1988,24
USA,Equestrianism,1992,24
USA,Equestrianism,1996,23
USA,Equestrianism,2000,23
USA,Equestrianism,2004,26
USA,Equestrianism,2008,24
USA,Equestrianism,2012,25
USA,Equestrianism,2016,24
USA,Shooting,1896,4
USA,Shooting,1908,33
USA,Shooting,1912,94
USA,Shooting,1920,106
USA,Shooting,1924,43
USA,Shooting,1932,6
USA,Shooting,1936,6
USA,Shooting,1948,12
USA,Shooting,1952,10
USA,Shooting,1956,10
USA,Shooting,1960,12
USA,Shooting,1964,12
USA,Shooting,1968,14
USA,Shooting,1972,16
USA,Shooting,1976,14
USA,Shooting,1984,22
USA,Shooting,1988,30
USA,Shooting,1992,28
USA,Shooting,1996,31
USA,Shooting,2000,34
USA,Shooting,2004,30
USA,Shooting,2008,27
USA,Shooting,2012,25
USA,Shooting,2016,26
USA,Shooting,2020,36
USA,Shooting,2024,30
USA,Boxing,1904,24
USA,Boxing,1920,16
USA,Boxing,1924,16
USA,Boxing,1928,8
USA,Boxing,1932,8
USA,Boxing,1936,8
USA,Boxing,1948,8
USA,Boxing,1952,10
USA,Boxing,1956,8
USA,Boxing,1960,10
USA,Boxing,1964,10
USA,Boxing,1968,11
USA,Boxing,1972,11
USA,Boxing,1976,11
USA,Boxing,1984,12
USA,Boxing,1988,11
USA,Boxing,1992,12
USA,Boxing,1996,12
USA,Boxing,2000,12
USA,Boxing,2004,9
USA,Boxing,2008,8
USA,Boxing,2012,12
USA,Boxing,2016,8
USA,Boxing,2020,10
USA,Boxing,2024,8
USA,Taekwondo,2000,4
USA,Taekwondo,2004,2
USA,Taekwondo,2008,4
USA,Taekwondo,2012,4
USA,Taekwondo,2016,4
USA,Taekwondo,2020,2
USA,Taekwondo,2024,4
USA,Cycling,1900,2
USA,Cycling,1904,60
USA,Cycling,1908,5
USA,Cycling,1912,18
USA,Cycling,1920,20
USA,Cycling,1924,11
USA,Cycling,1928,7
USA,Cycling,1932,15
USA,Cycling,1936,16
USA,Cycling,1948,15
USA,Cycling,1952,16
USA,Cycling,1956,16
USA,Cycling,1960,17
USA,Cycling,1964,18
USA,Cycling,1968,18
USA,Cycling,1972,18
USA,Cycling,1976,15
USA,Cycling,1984,24
USA,Cycling,1988,19
USA,Cycling,1992,20
USA,Cycling,1996,28
USA,Cycling,2000,36
USA,Cycling,2004,23
USA,Cycling,2008,32
USA,Cycling,2012,28
USA,Cycling,2016,25
USA,Diving,1904,2
USA,Diving,1906,1
USA,Diving,1908,4
USA,Diving,1912,6
USA,Diving,1920,19
USA,Diving,1924,15
USA,Diving,1928,12
USA,Diving,1932,12
USA,Diving,1936,12
USA,Diving,1948,11
USA,Diving,1952,12
USA,Diving,1956,12
USA,Diving,1960,8
USA,Diving,1964,12
USA,Diving,1968,12
USA,Diving,1972,12
USA,Diving,1976,12
USA,Diving,1984,8
USA,Diving,1988,8
USA,Diving,1992,8
USA,Diving,1996,8
USA,Diving,2000,14
USA,Diving,2004,14
USA,Diving,2008,16
USA,Diving,2012,14
USA,Diving,2016,14
USA,Diving,2020,14
USA,Diving,2024,14
USA,Canoeing,1936,14
USA,Canoeing,1948,12
USA,Canoeing,1952,12
USA,Canoeing,1956,12
USA,Canoeing,1960,13
USA,Canoeing,1964,13
USA,Canoeing,1968,13
USA,Canoeing,1972,26
USA,Canoeing,1976,19
USA,Canoeing,1984,23
USA,Canoeing,1988,23
USA,Canoeing,1992,38
USA,Canoeing,1996,28
USA,Canoeing,2000,19
USA,Canoeing,2004,23
USA,Canoeing,2008,8
USA,Canoeing,2012,8
USA,Canoeing,2016,7
USA,Tennis,1900,10
USA,Tennis,1904,55
USA,Tennis,1906,4
USA,Tennis,1912,1
USA,Tennis,1924,20
USA,Tennis,1988,10
USA,Tennis,1992,10
USA,Tennis,1996,10
USA,Tennis,2000,11
USA,Tennis,2004,15
USA,Tennis,2008,14
USA,Tennis,2012,20
USA,Tennis,2016,20
USA,Tennis,2020,17
USA,Tennis,2024,18
USA,Modern Pentathlon,1912,1
USA,Modern Pentathlon,1920,2
USA,Modern Pentathlon,1924,4
USA,Modern Pentathlon,1928,3
USA,Modern Pentathlon,1932,3
USA,Modern Pentathlon,1936,3
USA,Modern Pentathlon,1948,3
USA,Modern Pentathlon,1952,6
USA,Modern Pentathlon,1956,6
USA,Modern Pentathlon,1960,6
USA,Modern Pentathlon,1964,6
USA,Modern Pentathlon,1968,6
