NOC,Sport,Year,Athletes
NZL,Shooting,2032,2.6179347826086925
NZL,Shooting,2036,2.5413043478260846
NZL,Softball,2000,15.0
NZL,Softball,2028,15.0
NZL,Softball,2032,15.0
NZL,Softball,2036,15.0
NZL,Sport Climbing,2024,2.0
NZL,Sport Climbing,2028,2.0
NZL,Sport Climbing,2032,2.0
NZL,Sport Climbing,2036,2.0
NZL,Surfing,2020,2.0
NZL,Surfing,2024,2.0
NZL,Surfing,2028,2.0
NZL,Surfing,2032,2.0
NZL,Surfing,2036,2.0
NZL,Swimming,1920,2.0
NZL,Swimming,1924,3.0
NZL,Swimming,1928,7.0
NZL,Swimming,1948,1.0
NZL,Swimming,1952,2.0
NZL,Swimming,1956,7.0
NZL,Swimming,1964,2.0
NZL,Swimming,1968,13.0
NZL,Swimming,1972,14.0
NZL,Swimming,1976,21.0
NZL,Swimming,1984,25.0
NZL,Swimming,1988,19.0
NZL,Swimming,1992,30.0
NZL,Swimming,1996,40.0
NZL,Swimming,2000,16.0
NZL,Swimming,2004,34.0
NZL,Swimming,2008,23.0
NZL,Swimming,2012,31.0
NZL,Swimming,2016,16.0
NZL,Swimming,2020,15.0
NZL,Swimming,2024,21.0
NZL,Swimming,2028,29.09713387712344
NZL,Swimming,2032,30.135897627778206
NZL,Swimming,2036,31.174661378432972
NZL,Synchronized Swimming,1984,4.0
NZL,Synchronized Swimming,2008,2.0
NZL,Synchronized Swimming,2028,0.3333333333333144
NZL,Synchronized Swimming,2032,0.0
NZL,Synchronized Swimming,2036,-0.3333333333333428
NZL,Table Tennis,1988,3.0
NZL,Table Tennis,1992,5.0
NZL,Table Tennis,1996,1.0
NZL,Table Tennis,2000,5.0
NZL,Table Tennis,2004,3.0
NZL,Table Tennis,2028,3.4
NZL,Table Tennis,2032,3.4
NZL,Table Tennis,2036,3.4
NZL,Taekwondo,2004,1.0
NZL,Taekwondo,2008,3.0
NZL,Taekwondo,2012,3.0
NZL,Taekwondo,2016,1.0
NZL,Taekwondo,2020,1.0
NZL,Taekwondo,2028,1.0
NZL,Taekwondo,2032,0.7999999999999972
NZL,Taekwondo,2036,0.5999999999999943
NZL,Tennis,1988,4.0
NZL,Tennis,1996,1.0
NZL,Tennis,2008,1.0
NZL,Tennis,2012,1.0
NZL,Tennis,2016,2.0
NZL,Tennis,2020,2.0
NZL,Tennis,2024,3.0
NZL,Tennis,2028,1.7027027027027017
NZL,Tennis,2032,1.6396396396396398
NZL,Tennis,2036,1.5765765765765707
NZL,Trampoline Gymnastics,2020,2.0
NZL,Trampoline Gymnastics,2024,2.0
NZL,Trampoline Gymnastics,2028,2.0
NZL,Trampoline Gymnastics,2032,2.0
NZL,Trampoline Gymnastics,2036,2.0
NZL,Trampolining,2016,1.0
NZL,Trampolining,2028,1.0
NZL,Trampolining,2032,1.0
NZL,Trampolining,2036,1.0
NZL,Triathlon,2000,4.0
NZL,Triathlon,2004,4.0
NZL,Triathlon,2008,6.0
NZL,Triathlon,2012,6.0
NZL,Triathlon,2016,4.0
NZL,Triathlon,2020,8.0
NZL,Triathlon,2024,4.0
NZL,Triathlon,2028,6.0
NZL,Triathlon,2032,6.214285714285708
NZL,Triathlon,2036,6.428571428571431
NZL,Water Polo,1900,1.0
NZL,Water Polo,2028,1.0
NZL,Water Polo,2032,1.0
NZL,Water Polo,2036,1.0
NZL,Weightlifting,1948,1.0
NZL,Weightlifting,1952,1.0
NZL,Weightlifting,1956,1.0
NZL,Weightlifting,1960,1.0
NZL,Weightlifting,1964,1.0
NZL,Weightlifting,1968,2.0
NZL,Weightlifting,1972,3.0
NZL,Weightlifting,1976,3.0
NZL,Weightlifting,1984,3.0
NZL,Weightlifting,1988,1.0
NZL,Weightlifting,2000,2.0
NZL,Weightlifting,2008,2.0
NZL,Weightlifting,2012,1.0
NZL,Weightlifting,2016,2.0
NZL,Weightlifting,2020,5.0
NZL,Weightlifting,2024,1.0
NZL,Weightlifting,2028,2.5532441802872725
NZL,Weightlifting,2032,2.61525507677068
NZL,Weightlifting,2036,2.6772659732540873
NZL,Wrestling,1956,1.0
NZL,Wrestling,1960,1.0
NZL,Wrestling,1964,2.0
NZL,Wrestling,1972,1.0
NZL,Wrestling,1976,2.0
NZL,Wrestling,1984,3.0
NZL,Wrestling,1988,2.0
NZL,Wrestling,1992,2.0
NZL,Wrestling,2000,3.0
NZL,Wrestling,2024,1.0
NZL,Wrestling,2028,2.2246256239600655
NZL,Wrestling,2032,2.261231281198004
NZL,Wrestling,2036,2.297836938435939
OMA,Athletics,1984,11.0
OMA,Athletics,1988,10.0
OMA,Athletics,1992,4.0
OMA,Athletics,1996,1.0
OMA,Athletics,2000,5.0
OMA,Athletics,2004,1.0
OMA,Athletics,2008,2.0
OMA,Athletics,2012,2.0
OMA,Athletics,2016,2.0
OMA,Athletics,2020,2.0
OMA,Athletics,2024,2.0
OMA,Athletics,2028,-0.7636363636363512
OMA,Athletics,2032,-1.5272727272727025
OMA,Athletics,2036,-2.2909090909090537
OMA,Boxing,1988,2.0
OMA,Boxing,2028,2.0
OMA,Boxing,2032,2.0
OMA,Boxing,2036,2.0
OMA,Cycling,1996,1.0
OMA,Cycling,2028,1.0
OMA,Cycling,2032,1.0
OMA,Cycling,2036,1.0
OMA,Sailing,1984,1.0
OMA,Sailing,2028,1.0
OMA,Sailing,2032,1.0
OMA,Sailing,2036,1.0
OMA,Shooting,1984,10.0
OMA,Shooting,1988,1.0
OMA,Shooting,1992,1.0
OMA,Shooting,1996,2.0
OMA,Shooting,2000,2.0
OMA,Shooting,2004,1.0
OMA,Shooting,2008,1.0
OMA,Shooting,2012,1.0
OMA,Shooting,2016,2.0
OMA,Shooting,2020,1.0
OMA,Shooting,2024,1.0
OMA,Shooting,2028,-0.36363636363637397
OMA,Shooting,2032,-0.7727272727272805
OMA,Shooting,2036,-1.181818181818187
OMA,Swimming,1996,1.0
OMA,Swimming,2000,1.0
OMA,Swimming,2008,1.0
OMA,Swimming,2020,1.0
OMA,Swimming,2024,1.0
OMA,Swimming,2028,1.0
OMA,Swimming,2032,1.0
OMA,Swimming,2036,1.0
OMA,Weightlifting,2020,1.0
OMA,Weightlifting,2028,1.0
OMA,Weightlifting,2032,1.0
OMA,Weightlifting,2036,1.0
PAK,Athletics,1948,8.0
PAK,Athletics,1952,26.0
PAK,Athletics,1956,29.0
PAK,Athletics,1960,19.0
PAK,Athletics,1964,8.0
PAK,Athletics,1972,6.0
PAK,Athletics,1976,2.0
PAK,Athletics,1984,5.0
PAK,Athletics,1988,10.0
PAK,Athletics,1992,5.0
PAK,Athletics,1996,2.0
PAK,Athletics,2000,2.0
PAK,Athletics,2004,2.0
PAK,Athletics,2008,2.0
PAK,Athletics,2012,2.0
PAK,Athletics,2016,2.0
PAK,Athletics,2020,2.0
PAK,Athletics,2024,2.0
PAK,Athletics,2028,-2.820105820105823
PAK,Athletics,2032,-3.829733714979625
PAK,Athletics,2036,-4.839361609853427
PAK,Badminton,2020,1.0
PAK,Badminton,2028,1.0
PAK,Badminton,2032,1.0
PAK,Badminton,2036,1.0
PAK,Boxing,1948,3.0
PAK,Boxing,1952,4.0
PAK,Boxing,1956,6.0
PAK,Boxing,1960,4.0
PAK,Boxing,1964,4.0
PAK,Boxing,1972,2.0
PAK,Boxing,1976,2.0
PAK,Boxing,1984,4.0
PAK,Boxing,1988,2.0
PAK,Boxing,1992,4.0
PAK,Boxing,1996,4.0
PAK,Boxing,2000,4.0
PAK,Boxing,2004,5.0
PAK,Boxing,2028,3.7067711247901514
PAK,Boxing,2032,3.7078903189703416
PAK,Boxing,2036,3.709009513150532
PAK,Cycling,1948,3.0
PAK,Cycling,1952,4.0
PAK,Cycling,1956,14.0
PAK,Cycling,1960,3.0
PAK,Cycling,1964,7.0
PAK,Cycling,2028,18.80000000000001
PAK,Cycling,2032,19.5
PAK,Cycling,2036,20.19999999999999
PAK,Hockey,1948,18.0
PAK,Hockey,1952,12.0
PAK,Hockey,1956,14.0
PAK,Hockey,1960,13.0
PAK,Hockey,1964,16.0
PAK,Hockey,1968,13.0
PAK,Hockey,1972,14.0
PAK,Hockey,1976,16.0
PAK,Hockey,1984,16.0
PAK,Hockey,1988,15.0
PAK,Hockey,1992,16.0
PAK,Hockey,1996,16.0
PAK,Hockey,2000,15.0
PAK,Hockey,2004,16.0
PAK,Hockey,2008,16.0
PAK,Hockey,2012,15.0
PAK,Hockey,2028,16.150735294117645
PAK,Hockey,2032,16.24142156862745
PAK,Hockey,2036,16.33210784313725
PAK,Judo,2016,1.0
PAK,Judo,2020,1.0
PAK,Judo,2028,1.0
PAK,Judo,2032,1.0
PAK,Judo,2036,1.0
PAK,Rowing,2000,3.0
PAK,Rowing,2028,3.0
PAK,Rowing,2032,3.0
PAK,Rowing,2036,3.0
PAK,Sailing,1984,6.0
PAK,Sailing,1988,2.0
PAK,Sailing,1992,2.0
PAK,Sailing,2028,-16.66666666666663
PAK,Sailing,2032,-18.66666666666663
PAK,Sailing,2036,-20.66666666666663
PAK,Shooting,1952,1.0
PAK,Shooting,1956,4.0
PAK,Shooting,1960,5.0
PAK,Shooting,1964,5.0
PAK,Shooting,2000,1.0
PAK,Shooting,2004,1.0
PAK,Shooting,2008,2.0
PAK,Shooting,2012,1.0
PAK,Shooting,2016,2.0
PAK,Shooting,2020,3.0
PAK,Shooting,2024,6.0
PAK,Shooting,2028,2.37321624588364
PAK,Shooting,2032,2.323271130625681
PAK,Shooting,2036,2.2733260153677257
PAK,Swimming,1948,9.0
PAK,Swimming,1952,3.0
PAK,Swimming,1956,3.0
PAK,Swimming,1996,1.0
PAK,Swimming,2000,1.0
PAK,Swimming,2004,2.0
PAK,Swimming,2008,2.0
PAK,Swimming,2012,2.0
PAK,Swimming,2016,2.0
PAK,Swimming,2020,2.0
PAK,Swimming,2024,2.0
PAK,Swimming,2028,0.9072332730560646
PAK,Swimming,2032,0.7027124773960338
PAK,Swimming,2036,0.4981916817359888
PAK,Table Tennis,1988,1.0
PAK,Table Tennis,2028,1.0
PAK,Table Tennis,2032,1.0
PAK,Table Tennis,2036,1.0
PAK,Weightlifting,1948,2.0
PAK,Weightlifting,1952,1.0
PAK,Weightlifting,1956,3.0
PAK,Weightlifting,1960,2.0
PAK,Weightlifting,1964,1.0
PAK,Weightlifting,1972,1.0
PAK,Weightlifting,1976,2.0
PAK,Weightlifting,2020,1.0
PAK,Weightlifting,2028,0.8694702348443499
PAK,Weightlifting,2032,0.8186783178590957
PAK,Weightlifting,2036,0.7678864008738415
PAK,Wrestling,1956,6.0
PAK,Wrestling,1960,7.0
PAK,Wrestling,1964,6.0
PAK,Wrestling,1968,2.0
PAK,Wrestling,1972,2.0
PAK,Wrestling,1976,2.0
PAK,Wrestling,1984,2.0
PAK,Wrestling,1988,3.0
PAK,Wrestling,1992,1.0
PAK,Wrestling,1996,1.0
PAK,Wrestling,2028,-3.6326905417814714
PAK,Wrestling,2032,-4.1542699724518
PAK,Wrestling,2036,-4.675849403122129
PAN,Artistic Gymnastics,2024,6.0
PAN,Artistic Gymnastics,2028,6.0
PAN,Artistic Gymnastics,2032,6.0
PAN,Artistic Gymnastics,2036,6.0
PAN,Athletics,1948,2.0
PAN,Athletics,1960,6.0
PAN,Athletics,1964,9.0
PAN,Athletics,1972,2.0
PAN,Athletics,1976,2.0
PAN,Athletics,1984,2.0
PAN,Athletics,1992,1.0
PAN,Athletics,1996,1.0
PAN,Athletics,2000,1.0
PAN,Athletics,2004,2.0
PAN,Athletics,2008,2.0
PAN,Athletics,2012,3.0
PAN,Athletics,2016,3.0
PAN,Athletics,2020,4.0
PAN,Athletics,2024,2.0
PAN,Athletics,2028,1.7073440088348946
PAN,Athletics,2032,1.5868304803975661
PAN,Athletics,2036,1.4663169519602448
PAN,Basketball,1968,12.0
PAN,Basketball,2028,12.0
PAN,Basketball,2032,12.0
PAN,Basketball,2036,12.0
PAN,Boxing,1964,1.0
PAN,Boxing,1972,2.0
PAN,Boxing,2012,1.0
PAN,Boxing,2016,1.0
PAN,Boxing,2020,1.0
PAN,Boxing,2024,1.0
PAN,Boxing,2028,0.9396284829721395
PAN,Boxing,2032,0.9055727554179605
PAN,Boxing,2036,0.8715170278637778
PAN,Canoeing,1996,1.0
PAN,Canoeing,2028,1.0
PAN,Canoeing,2032,1.0
PAN,Canoeing,2036,1.0
PAN,Cycling Road,2020,1.0
PAN,Cycling Road,2024,1.0
PAN,Cycling Road,2028,1.0
PAN,Cycling Road,2032,1.0
PAN,Cycling Road,2036,1.0
PAN,Fencing,1984,1.0
PAN,Fencing,2008,1.0
PAN,Fencing,2016,1.0
PAN,Fencing,2028,1.0
PAN,Fencing,2032,1.0
PAN,Fencing,2036,1.0
PAN,Gymnastics,2016,4.0
PAN,Gymnastics,2028,4.0
PAN,Gymnastics,2032,4.0
PAN,Gymnastics,2036,4.0
PAN,Judo,1964,1.0
PAN,Judo,1976,1.0
PAN,Judo,2000,1.0
PAN,Judo,2012,1.0
PAN,Judo,2020,2.0
PAN,Judo,2024,1.0
PAN,Judo,2028,1.3648528099910795
PAN,Judo,2032,1.392506690454951
PAN,Judo,2036,1.4201605709188225
PAN,Shooting,1996,1.0
PAN,Shooting,2000,1.0
PAN,Shooting,2016,2.0
PAN,Shooting,2028,2.6190476190476204
PAN,Shooting,2032,2.8333333333333286
PAN,Shooting,2036,3.047619047619051
PAN,Swimming,1928,2.0
PAN,Swimming,1976,7.0
PAN,Swimming,1984,3.0
PAN,Swimming,1988,2.0
PAN,Swimming,1992,3.0
PAN,Swimming,1996,4.0
PAN,Swimming,2000,3.0
PAN,Swimming,2004,3.0
PAN,Swimming,2008,2.0
PAN,Swimming,2012,2.0
PAN,Swimming,2016,2.0
PAN,Swimming,2020,3.0
PAN,Swimming,2024,2.0
PAN,Swimming,2028,2.581196581196579
PAN,Swimming,2032,2.5384615384615365
PAN,Swimming,2036,2.495726495726494
PAN,Taekwondo,2012,1.0
PAN,Taekwondo,2016,1.0
PAN,Taekwondo,2028,1.0
PAN,Taekwondo,2032,1.0
PAN,Taekwondo,2036,1.0
PAN,Weightlifting,1952,1.0
PAN,Weightlifting,1960,1.0
PAN,Weightlifting,1964,1.0
PAN,Weightlifting,1968,2.0
PAN,Weightlifting,1972,2.0
PAN,Weightlifting,1976,2.0
PAN,Weightlifting,1984,3.0
PAN,Weightlifting,1988,2.0
PAN,Weightlifting,1992,1.0
PAN,Weightlifting,1996,1.0
PAN,Weightlifting,2000,1.0
PAN,Weightlifting,2028,1.6941176470588237
PAN,Weightlifting,2032,1.7058823529411766
PAN,Weightlifting,2036,1.7176470588235295
PAN,Wrestling,1960,1.0
PAN,Wrestling,1964,3.0
PAN,Wrestling,1968,2.0
PAN,Wrestling,1972,2.0
PAN,Wrestling,1976,1.0
PAN,Wrestling,1984,1.0
PAN,Wrestling,1988,5.0
PAN,Wrestling,1992,2.0
PAN,Wrestling,1996,1.0
PAN,Wrestling,2028,2.45810810810811
PAN,Wrestling,2032,2.494594594594595
PAN,Wrestling,2036,2.5310810810810835
PAR,Athletics,1972,2.0
PAR,Athletics,1976,1.0
PAR,Athletics,1984,9.0
PAR,Athletics,1988,4.0
PAR,Athletics,1992,3.0
PAR,Athletics,1996,2.0
PAR,Athletics,2000,2.0
PAR,Athletics,2004,2.0
PAR,Athletics,2008,2.0
PAR,Athletics,2012,2.0
PAR,Athletics,2016,2.0
PAR,Athletics,2020,2.0
PAR,Athletics,2024,2.0
PAR,Athletics,2028,1.6970830216903465
PAR,Athletics,2032,1.5579655946148137
PAR,Athletics,2036,1.4188481675392666
PAR,Beach Volleyball,2024,2.0
PAR,Beach Volleyball,2028,2.0
PAR,Beach Volleyball,2032,2.0
PAR,Beach Volleyball,2036,2.0
PAR,Boxing,1984,2.0
PAR,Boxing,1988,2.0
PAR,Boxing,2028,2.0
PAR,Boxing,2032,2.0
PAR,Boxing,2036,2.0
PAR,Cycling Road,2020,1.0
PAR,Cycling Road,2028,1.0
PAR,Cycling Road,2032,1.0
PAR,Cycling Road,2036,1.0
PAR,Fencing,1968,1.0
PAR,Fencing,1976,1.0
PAR,Fencing,1988,2.0
PAR,Fencing,1992,4.0
PAR,Fencing,1996,1.0
PAR,Fencing,2028,4.064705882352939
PAR,Fencing,2032,4.270588235294113
PAR,Fencing,2036,4.476470588235287
PAR,Football,1992,17.0
PAR,Football,2004,16.0
PAR,Football,2024,19.0
PAR,Football,2028,18.857142857142847
PAR,Football,2032,19.142857142857125
PAR,Football,2036,19.428571428571402
PAR,Golf,2016,2.0
PAR,Golf,2020,1.0
PAR,Golf,2024,1.0
PAR,Golf,2028,0.3333333333333428
PAR,Golf,2032,-0.1666666666666572
PAR,Golf,2036,-0.6666666666666572
PAR,Judo,1984,1.0
PAR,Judo,1988,1.0
PAR,Judo,1992,1.0
PAR,Judo,1996,1.0
PAR,Judo,2012,1.0
PAR,Judo,2024,1.0
PAR,Judo,2028,1.0
PAR,Judo,2032,1.0
PAR,Judo,2036,1.0
PAR,Rowing,2004,2.0
PAR,Rowing,2012,1.0
PAR,Rowing,2016,2.0
PAR,Rowing,2020,1.0
PAR,Rowing,2024,2.0
PAR,Rowing,2028,1.513513513513514
PAR,Rowing,2032,1.4864864864864877
PAR,Rowing,2036,1.4594594594594597
PAR,Sailing,1996,1.0
PAR,Sailing,2008,1.0
PAR,Sailing,2028,1.0
PAR,Sailing,2032,1.0
PAR,Sailing,2036,1.0
PAR,Shooting,1972,1.0
PAR,Shooting,1976,1.0
PAR,Shooting,1984,6.0
PAR,Shooting,2008,1.0
PAR,Shooting,2016,1.0
PAR,Shooting,2028,1.144628099173552
PAR,Shooting,2032,1.0516528925619824
PAR,Shooting,2036,0.9586776859504127
PAR,Swimming,1976,3.0
PAR,Swimming,1992,4.0
PAR,Swimming,1996,2.0
PAR,Swimming,2000,2.0
PAR,Swimming,2004,1.0
PAR,Swimming,2008,2.0
PAR,Swimming,2012,4.0
PAR,Swimming,2016,2.0
PAR,Swimming,2020,3.0
PAR,Swimming,2024,2.0
PAR,Swimming,2028,2.204081632653061
PAR,Swimming,2032,2.1530612244897966
PAR,Swimming,2036,2.1020408163265323
PAR,Table Tennis,2008,1.0
PAR,Table Tennis,2012,1.0
PAR,Table Tennis,2016,1.0
PAR,Table Tennis,2028,1.0
PAR,Table Tennis,2032,1.0
PAR,Table Tennis,2036,1.0
PAR,Tennis,1988,4.0
PAR,Tennis,1992,2.0
PAR,Tennis,2000,1.0
PAR,Tennis,2012,1.0
PAR,Tennis,2016,1.0
PAR,Tennis,2020,1.0
PAR,Tennis,2028,-2.842170943040401e-14
PAR,Tennis,2032,-0.285714285714306
PAR,Tennis,2036,-0.5714285714285836
PER,Art Competitions,1932,2.0
PER,Art Competitions,2028,2.0
PER,Art Competitions,2032,2.0
PER,Art Competitions,2036,2.0
PER,Artistic Gymnastics,2020,5.0
PER,Artistic Gymnastics,2028,5.0
PER,Artistic Gymnastics,2032,5.0
PER,Artistic Gymnastics,2036,5.0
PER,Athletics,1936,10.0
PER,Athletics,1948,13.0
PER,Athletics,1964,4.0
PER,Athletics,1968,4.0
PER,Athletics,1972,4.0
PER,Athletics,1976,2.0
PER,Athletics,1980,6.0
PER,Athletics,1984,2.0
PER,Athletics,1988,2.0
PER,Athletics,1992,2.0
PER,Athletics,1996,5.0
PER,Athletics,2000,2.0
PER,Athletics,2004,2.0
PER,Athletics,2008,3.0
PER,Athletics,2012,5.0
PER,Athletics,2016,14.0
PER,Athletics,2020,8.0
PER,Athletics,2024,13.0
PER,Athletics,2028,5.67878370229994
PER,Athletics,2032,5.6855887673356875
PER,Athletics,2036,5.692393832371437
PER,Badminton,1996,1.0
PER,Badminton,2004,1.0
PER,Badminton,2008,1.0
PER,Badminton,2012,2.0
PER,Badminton,2020,1.0
PER,Badminton,2024,1.0
PER,Badminton,2028,1.21
PER,Badminton,2032,1.2199999999999998
PER,Badminton,2036,1.2299999999999995
PER,Basketball,1936,9.0
PER,Basketball,1948,11.0
PER,Basketball,1964,12.0
PER,Basketball,2028,18.905405405405418
PER,Basketball,2032,19.324324324324323
PER,Basketball,2036,19.743243243243256
PER,Boxing,1948,3.0
PER,Boxing,1968,2.0
PER,Boxing,1972,2.0
PER,Boxing,1996,1.0
PER,Boxing,2020,2.0
PER,Boxing,2028,1.2655601659751028
PER,Boxing,2032,1.203319502074688
PER,Boxing,2036,1.1410788381742734
PER,Canoeing,1992,1.0
PER,Canoeing,2028,1.0
PER,Canoeing,2032,1.0
PER,Canoeing,2036,1.0
PER,Cycling,1936,9.0
PER,Cycling,1948,6.0
PER,Cycling,1964,1.0
PER,Cycling,1972,8.0
PER,Cycling,1984,1.0
PER,Cycling,1992,1.0
PER,Cycling,2028,-3.55359246171966
PER,Cycling,2032,-4.062426383981148
PER,Cycling,2036,-4.571260306242635
PER,Cycling Road,2020,1.0
PER,Cycling Road,2028,1.0
PER,Cycling Road,2032,1.0
PER,Cycling Road,2036,1.0
PER,Diving,1936,1.0
PER,Diving,2000,2.0
PER,Diving,2028,2.4375
PER,Diving,2032,2.5
PER,Diving,2036,2.5625
PER,Equestrianism,1984,1.0
PER,Equestrianism,2016,1.0
PER,Equestrianism,2028,1.0
PER,Equestrianism,2032,1.0
PER,Equestrianism,2036,1.0
PER,Fencing,1900,2.0
PER,Fencing,1948,3.0
PER,Fencing,1968,1.0
PER,Fencing,1972,1.0
PER,Fencing,2008,1.0
PER,Fencing,2020,1.0
PER,Fencing,2024,1.0
PER,Fencing,2028,0.8495388162951549
PER,Fencing,2032,0.8039969254419645
PER,Fencing,2036,0.7584550345887777
PER,Football,1936,12.0
PER,Football,1960,19.0
PER,Football,2028,38.83333333333326
PER,Football,2032,40.0
PER,Football,2036,41.16666666666663
PER,Gymnastics,2016,4.0
PER,Gymnastics,2028,4.0
PER,Gymnastics,2032,4.0
PER,Gymnastics,2036,4.0
PER,Judo,1984,1.0
PER,Judo,2000,1.0
PER,Judo,2008,1.0
PER,Judo,2012,1.0
PER,Judo,2016,1.0
PER,Judo,2020,1.0
PER,Judo,2024,1.0
PER,Judo,2028,1.0
PER,Judo,2032,1.0
PER,Judo,2036,1.0
PER,Karate,2020,1.0
PER,Karate,2028,1.0
PER,Karate,2032,1.0
PER,Karate,2036,1.0
PER,Marathon Swimming,2024,1.0
PER,Marathon Swimming,2028,1.0
PER,Marathon Swimming,2032,1.0
PER,Marathon Swimming,2036,1.0
PER,Modern Pentathlon,1936,1.0
PER,Modern Pentathlon,1992,1.0
PER,Modern Pentathlon,2028,1.0
PER,Modern Pentathlon,2032,1.0
PER,Modern Pentathlon,2036,1.0
PER,Rowing,1960,2.0
PER,Rowing,1968,3.0
PER,Rowing,1984,3.0
PER,Rowing,2004,1.0
PER,Rowing,2012,1.0
PER,Rowing,2016,2.0
PER,Rowing,2020,1.0
PER,Rowing,2024,3.0
PER,Rowing,2028,1.583921015514811
PER,Rowing,2032,1.5275035260930885
PER,Rowing,2036,1.4710860366713696
PER,Sailing,2000,1.0
PER,Sailing,2004,1.0
PER,Sailing,2008,1.0
PER,Sailing,2012,1.0
PER,Sailing,2016,2.0
PER,Sailing,2020,5.0
PER,Sailing,2024,3.0
PER,Sailing,2028,4.14285714285711
PER,Sailing,2032,4.678571428571388
PER,Sailing,2036,5.214285714285722
PER,Shooting,1936,1.0
PER,Shooting,1948,10.0
PER,Shooting,1956,10.0
PER,Shooting,1960,12.0
PER,Shooting,1964,10.0
PER,Shooting,1968,5.0
PER,Shooting,1972,2.0
PER,Shooting,1980,9.0
PER,Shooting,1984,9.0
PER,Shooting,1988,4.0
PER,Shooting,1992,2.0
PER,Shooting,1996,4.0
PER,Shooting,2000,2.0
PER,Shooting,2004,2.0
PER,Shooting,2008,1.0
PER,Shooting,2012,1.0
PER,Shooting,2016,4.0
PER,Shooting,2020,4.0
PER,Shooting,2024,4.0
PER,Shooting,2028,2.0551381998582485
PER,Shooting,2032,1.7717930545712193
PER,Shooting,2036,1.48844790928419
PER,Skateboarding,2020,1.0
PER,Skateboarding,2028,1.0
PER,Skateboarding,2032,1.0
PER,Skateboarding,2036,1.0
PER,Surfing,2020,4.0
PER,Surfing,2024,3.0
PER,Surfing,2028,2.0
PER,Surfing,2032,1.0
PER,Surfing,2036,0.0
PER,Swimming,1936,3.0
PER,Swimming,1964,13.0
PER,Swimming,1968,8.0
PER,Swimming,1972,6.0
PER,Swimming,1980,11.0
PER,Swimming,1984,12.0
PER,Swimming,1988,4.0
PER,Swimming,1992,5.0
PER,Swimming,1996,4.0
PER,Swimming,2000,3.0
PER,Swimming,2004,3.0
PER,Swimming,2008,2.0
PER,Swimming,2012,3.0
PER,Swimming,2016,2.0
PER,Swimming,2020,4.0
PER,Swimming,2024,2.0
PER,Swimming,2028,2.4661097852028604
PER,Swimming,2032,2.15417661097851
PER,Swimming,2036,1.8422434367541598
PER,Table Tennis,1988,1.0
PER,Table Tennis,1992,6.0
PER,Table Tennis,1996,3.0
PER,Table Tennis,2004,1.0
PER,Table Tennis,2028,-0.3142857142857167
PER,Table Tennis,2032,-0.6857142857142833
PER,Table Tennis,2036,-1.0571428571428498
PER,Taekwondo,2008,1.0
PER,Taekwondo,2012,1.0
PER,Taekwondo,2016,1.0
PER,Taekwondo,2028,1.0
PER,Taekwondo,2032,1.0
PER,Taekwondo,2036,1.0
PER,Tennis,1992,2.0
PER,Tennis,2004,1.0
PER,Tennis,2020,1.0
PER,Tennis,2028,0.5675675675675649
PER,Tennis,2032,0.4324324324324351
PER,Tennis,2036,0.29729729729729115
PER,Volleyball,1968,9.0
PER,Volleyball,1976,12.0
PER,Volleyball,1980,10.0
PER,Volleyball,1984,11.0
PER,Volleyball,1988,12.0
PER,Volleyball,1996,10.0
PER,Volleyball,2000,11.0
PER,Volleyball,2028,11.939024390243901
PER,Volleyball,2032,12.051829268292678
PER,Volleyball,2036,12.164634146341463
PER,Weightlifting,1948,3.0
PER,Weightlifting,1968,1.0
PER,Weightlifting,1984,2.0
PER,Weightlifting,1988,1.0
PER,Weightlifting,1992,1.0
PER,Weightlifting,2004,1.0
PER,Weightlifting,2008,1.0
PER,Weightlifting,2012,1.0
PER,Weightlifting,2016,2.0
PER,Weightlifting,2020,1.0
PER,Weightlifting,2028,0.8227504244482162
PER,Weightlifting,2032,0.754838709677415
PER,Weightlifting,2036,0.6869269949066208
PER,Wrestling,1972,8.0
PER,Wrestling,1980,2.0
PER,Wrestling,1984,2.0
PER,Wrestling,1988,2.0
PER,Wrestling,1996,5.0
PER,Wrestling,2004,1.0
PER,Wrestling,2008,1.0
PER,Wrestling,2016,1.0
PER,Wrestling,2020,1.0
PER,Wrestling,2028,-0.42960000000002196
PER,Wrestling,2032,-0.8080000000000211
PER,Wrestling,2036,-1.1864000000000203
PHI,Archery,1972,3.0
PHI,Archery,1988,2.0
PHI,Archery,2000,1.0
PHI,Archery,2004,1.0
PHI,Archery,2008,1.0
PHI,Archery,2012,2.0
PHI,Archery,2028,0.4134615384615472
PHI,Archery,2032,0.2500000000000142
PHI,Archery,2036,0.086538461538467
PHI,Art Competitions,1948,2.0
PHI,Art Competitions,2028,2.0
PHI,Art Competitions,2032,2.0
PHI,Art Competitions,2036,2.0
PHI,Artistic Gymnastics,2020,7.0
PHI,Artistic Gymnastics,2024,26.0
PHI,Artistic Gymnastics,2028,45.0
PHI,Artistic Gymnastics,2032,64.0
PHI,Artistic Gymnastics,2036,83.0
PHI,Athletics,1924,2.0
PHI,Athletics,1928,3.0
PHI,Athletics,1932,1.0
PHI,Athletics,1936,9.0
PHI,Athletics,1948,2.0
PHI,Athletics,1952,1.0
PHI,Athletics,1956,5.0
PHI,Athletics,1960,10.0
PHI,Athletics,1964,17.0
PHI,Athletics,1968,7.0
PHI,Athletics,1972,11.0
